author.name,no.of.papers,Gender,indegree,strength.mean,clusteringcoefficient.global,triangles,demoninator,first.year,last.year,n.years,first.lastauthor,second.lastauthor,third.lastauthor,gap,Time.to.PI,mean.nAU,firstauthor.papers,lastauthor.papers,allmultipleauthor.papers,singleauthor.papers
570,15,F,15,1.333333333,0.28057554,39,139,1986,2017,32,1993,NA,NA,NA,NA,2.333333333,9,1,11,4
164,75,M,61,2.049180328,0.243930636,633,2595,1993,2018,26,1994,2002,2003,9,10,2.68,11,32,59,16
685,18,F,29,2.310344828,0.828172205,2193,2648,1997,2014,18,2002,2006,NA,NA,NA,4.722222222,4,2,18,0
355,214,M,233,3.519313305,0.25352322,10236,40375,1988,2018,31,1988,1996,1996,8,8,4.831775701,29,44,207,7
888,90,M,105,1.942857143,0.277798718,2211,7959,1989,2018,30,2000,2001,2003,3,14,3.266666667,21,47,79,11
553,33,M,48,1.458333333,0.310216718,501,1615,1985,2017,33,1986,1987,1991,5,6,3.121212121,12,7,29,4
600,56,M,87,2.206896552,0.347291761,2289,6591,1984,2018,35,1996,1996,1998,2,14,4.428571429,1,30,51,5
624,35,F,58,1.5,0.42140825,1185,2812,1998,2018,21,2000,2000,2009,9,11,3.485714286,16,16,34,1
857,36,M,54,1.907407407,0.358000775,924,2581,1990,2018,29,1990,1990,1991,1,1,4.222222222,12,9,36,0
167,18,M,4,4,0.6,9,15,1983,1994,12,1990,NA,NA,NA,NA,1.888888889,11,1,12,6
435,8,M,13,2.230769231,0.608391608,174,286,2000,2011,12,NA,NA,NA,NA,NA,4.625,1,0,8,0
493,113,M,96,2.572916667,0.151471122,834,5506,1986,2018,33,1990,1991,1991,1,5,3.185840708,42,38,112,1
8,36,F,44,1.886363636,0.483064096,927,1919,1993,2013,21,2001,2003,2008,7,15,3.305555556,18,4,30,6
345,71,M,129,2.356589147,0.31664933,5175,16343,1995,2018,24,1995,1999,2000,5,5,5.281690141,14,25,71,0
773,76,M,136,1.948529412,0.269388669,3609,13397,1987,2018,32,1988,1993,1997,9,10,4.486842105,5,26,75,1
400,6,F,11,1.272727273,0.722891566,120,166,1996,2014,19,NA,NA,NA,NA,NA,3.333333333,4,0,6,0
851,101,M,61,1.950819672,0.313483146,837,2670,1988,2017,30,1991,1992,1992,1,4,2.178217822,41,26,71,30
455,6,F,4,1,0.6,6,10,1996,2016,21,2016,NA,NA,NA,NA,1.666666667,1,1,2,4
739,107,M,101,2.099009901,0.287077312,2046,7127,1982,2018,37,1984,1987,1990,6,8,2.981308411,15,63,106,1
898,116,M,156,2.474358974,0.355013288,7347,20695,1982,2018,37,1989,1992,1993,4,11,4.327586207,7,42,113,3
240,18,M,26,1.346153846,0.691370558,681,985,1999,2013,15,2011,NA,NA,NA,NA,2.944444444,3,1,10,8
294,18,M,32,1.53125,0.420986094,333,791,1985,2017,33,1992,1995,2003,11,18,3.722222222,3,3,16,2
93,39,F,51,1.490196078,0.495757576,1227,2475,1990,2017,28,1990,1992,1992,2,2,2.948717949,7,20,34,5
189,45,M,63,2.063492063,0.291373802,912,3130,1989,2017,29,2000,2001,2002,2,13,3.888888889,24,7,44,1
285,24,M,29,2.862068966,0.864963504,2133,2466,1982,2007,26,1982,1987,1994,12,12,4.458333333,7,6,24,0
202,269,M,312,2.224358974,0.131475342,7614,57912,1988,2018,31,1988,1990,1992,4,4,3.579925651,30,168,254,15
287,13,M,8,1.75,0.642857143,36,56,1990,1997,8,1990,1991,1993,3,3,2.076923077,4,5,9,4
907,12,F,24,1.291666667,0.8921875,1713,1920,1996,2016,21,1996,NA,NA,NA,NA,3.583333333,6,1,9,3
243,116,M,129,1.875968992,0.36412754,4785,13141,1983,2018,36,1988,1989,1992,4,9,3.068965517,28,53,96,20
569,6,F,20,1.3,0.932975871,1392,1492,1996,2014,19,1998,NA,NA,NA,NA,5.333333333,2,1,6,0
420,9,M,8,1.625,0.608695652,42,69,1988,2007,20,1989,2005,NA,NA,NA,2.444444444,4,2,7,2
927,99,F,80,3.4375,0.286265858,1557,5439,1983,2017,35,1987,1989,1989,2,6,3.777777778,6,63,99,0
580,7,M,10,1.2,0.76056338,108,142,2001,2016,16,2008,NA,NA,NA,NA,2.714285714,4,1,6,1
605,141,M,192,1.958333333,0.136130924,3111,22853,1992,2018,27,1999,2000,2001,2,9,3.666666667,32,74,137,4
852,4,F,9,1.111111111,0.757894737,72,95,1994,2012,19,1995,2004,NA,NA,NA,3.5,1,2,4,0
692,32,F,203,1.369458128,0.464775161,21705,46700,1994,2018,25,1994,1995,2014,20,20,9.6875,8,5,32,0
34,121,F,142,2.267605634,0.258426238,3987,15428,1983,2018,36,1983,1985,1992,9,9,3.669421488,13,62,116,5
824,311,M,181,3,0.1597818,3222,20165,1986,2018,33,1989,1990,1990,1,4,2.745980707,65,159,281,30
421,7,F,25,1.04,0.904538341,1734,1917,1994,2000,7,NA,NA,NA,NA,NA,4.714285714,3,0,5,2
712,86,F,116,2.379310345,0.343406593,3750,10920,1987,2018,32,1987,1992,1998,11,11,4.220930233,5,46,80,6
270,8,F,3,2.333333333,0,0,NA,1985,1994,10,1991,NA,NA,NA,NA,1.875,6,1,7,1
371,88,M,269,1.903345725,0.285173512,17553,61552,1996,2018,23,2005,2006,2009,4,13,6.818181818,5,19,86,2
678,10,M,10,2.7,0.71641791,144,201,1987,2006,20,1987,1988,1999,12,12,3.7,1,5,10,0
357,22,F,39,1.666666667,0.377586207,438,1160,1996,2011,16,2001,2002,2004,3,8,3.954545455,3,7,21,1
193,99,F,109,2.743119266,0.35688592,5556,15568,1989,2018,30,1997,2001,2001,4,12,4.02020202,29,32,97,2
827,49,F,64,2.203125,0.215906319,885,4099,1993,2018,26,1998,2002,2013,15,20,3.87755102,14,10,46,3
511,44,M,36,1.527777778,0.097201767,66,679,1985,2018,34,1988,1991,1996,8,11,2.25,13,18,38,6
276,8,M,10,1.6,0.794701987,120,151,1991,2009,19,1991,1991,1992,1,1,3,1,5,8,0
376,47,F,49,2.142857143,0.186138614,282,1515,1995,2018,24,2004,2004,2004,0,9,3.234042553,4,29,44,3
450,134,M,199,2.613065327,0.252103641,9078,36009,1986,2018,33,1988,1991,1993,5,7,4.880597015,16,82,130,4
374,8,F,14,1.285714286,0.735177866,186,253,1990,2008,19,NA,NA,NA,NA,NA,3.375,6,0,8,0
599,44,M,53,1.660377358,0.270413574,510,1886,1993,2018,26,1998,2001,2003,5,10,3,11,13,42,2
31,93,F,136,1.970588235,0.225777173,2985,13221,1994,2018,25,1996,1997,1999,3,5,3.88172043,21,44,88,5
279,170,M,301,2.641196013,0.182660596,13680,74893,1988,2018,31,1988,1989,1993,5,5,5.676470588,45,53,169,1
110,4,F,10,1.2,0.849056604,135,159,1991,1996,6,NA,NA,NA,NA,NA,4,3,0,4,0
204,24,F,48,1.4375,0.463425716,1020,2201,1987,2018,32,1987,1999,2007,20,20,3.875,4,8,20,4
80,14,M,29,1.310344828,0.465057179,366,787,1995,2010,16,1995,1995,2007,12,12,3.714285714,2,3,14,0
174,11,F,13,1.923076923,0.683168317,207,303,1993,2011,19,1994,1997,2000,6,7,3.272727273,5,3,11,0
267,79,M,98,1.93877551,0.472719337,4332,9164,1984,2018,35,2001,2004,2004,3,20,3.405063291,13,26,56,23
795,120,M,180,1.805555556,0.183069713,3750,20484,1981,2018,38,1981,1981,1984,3,3,3.708333333,37,43,117,3
437,34,F,56,1.982142857,0.284107402,783,2756,1997,2018,22,2010,NA,NA,NA,NA,4.264705882,16,1,34,0
884,3,M,4,1.25,0.6,6,10,1988,2017,30,1988,1989,2017,29,29,2.666666667,0,3,3,0
870,168,M,88,1.818181818,0.179843614,828,4604,1984,2018,35,1985,1985,1992,7,8,1.946428571,8,40,70,98
562,93,M,137,2.96350365,0.503337345,13800,27417,1984,2018,35,1997,1999,2000,3,16,5.365591398,12,40,86,7
219,82,M,159,1.65408805,0.382517933,8319,21748,1982,2017,36,1983,1983,1996,13,14,4.207317073,14,33,78,4
853,46,M,47,2.255319149,0.330038676,768,2327,1991,2018,28,2000,2006,2012,12,21,3.326086957,12,5,41,5
318,40,M,45,1.377777778,0.664079823,1797,2706,1986,2017,32,1998,2000,2002,4,16,2.55,9,13,26,14
446,58,M,147,1.823129252,0.425473281,10653,25038,1990,2017,28,1996,1997,2000,4,10,5.620689655,9,19,57,1
800,4,F,14,2,0.896661367,564,629,1995,1998,4,NA,NA,NA,NA,NA,8,0,0,4,0
584,6,M,24,1.166666667,0.931034483,2079,2233,1995,2008,14,NA,NA,NA,NA,NA,5.666666667,1,0,6,0
307,76,F,109,1.990825688,0.16598116,1251,7537,1991,2018,28,2000,2003,2005,5,14,3.881578947,19,35,74,2
843,6,M,3,3,0.75,6,8,1989,1994,6,1993,NA,NA,NA,NA,2.5,3,1,6,0
702,4,M,5,1.6,0.692307692,18,26,1998,2009,12,2009,2009,NA,NA,NA,3,1,2,4,0
585,33,F,90,1.677777778,0.447884417,3906,8721,2006,2018,13,2016,NA,NA,NA,NA,5.575757576,12,1,32,1
431,9,F,6,2.333333333,0.48,12,25,1986,2014,29,NA,NA,NA,NA,NA,2.555555556,6,0,8,1
329,63,M,158,1.85443038,0.393013575,10857,27625,1992,2018,27,2000,2003,2003,3,11,5.650793651,8,16,63,0
427,66,F,126,2.404761905,0.349954995,7776,22220,1989,2018,30,1993,1993,1993,0,4,5.590909091,13,31,66,0
217,306,M,303,4.03630363,0.199043285,15354,77139,1989,2018,30,1990,1994,1995,5,6,4.996732026,18,146,305,1
32,203,M,236,1.940677966,0.115555009,3756,32504,1981,2018,38,1984,1985,1987,3,6,3.256157635,25,128,193,10
755,80,M,57,2.736842105,0.261809448,654,2498,1981,2017,37,1981,1984,1986,5,5,2.95,22,40,79,1
47,94,M,199,1.703517588,0.34455211,11343,32921,1991,2018,28,1992,1998,1999,7,8,4.606382979,28,25,85,9
806,177,M,181,2.541436464,0.153446034,3186,20763,1987,2017,31,1994,1994,1995,1,8,3.604519774,21,86,174,3
517,15,M,21,1.714285714,0.530612245,234,441,1998,2018,21,1999,NA,NA,NA,NA,3.4,5,1,12,3
401,6,M,18,1.111111111,0.820476858,585,713,1993,1998,6,NA,NA,NA,NA,NA,4.333333333,1,0,4,2
140,13,M,21,1.095238095,0.4,126,315,1985,2013,29,1990,1998,2006,16,21,2.769230769,3,6,10,3
392,69,M,90,2.266666667,0.288254562,1848,6411,1991,2018,28,1995,1996,1997,2,6,3.956521739,10,28,61,8
917,75,F,96,2.65625,0.307822985,3624,11773,1985,2014,30,1985,1988,1992,7,7,4.426666667,15,23,69,6
715,43,M,88,1.795454545,0.325987456,1923,5899,1984,2018,35,1990,1997,2000,10,16,4.674418605,3,11,41,2
126,51,M,104,1.471153846,0.306271643,2388,7797,1995,2018,24,1995,1996,2007,12,12,4,11,12,42,9
41,97,M,81,2.037037037,0.127456187,480,3766,1982,2018,37,1985,1985,1989,4,7,2.701030928,23,50,85,12
87,8,M,6,1.166666667,0.409090909,9,22,1992,2003,12,1992,NA,NA,NA,NA,1.875,1,1,4,4
708,8,M,11,1.909090909,0.509433962,54,106,1993,2008,16,NA,NA,NA,NA,NA,3.625,2,0,8,0
368,49,M,77,1.597402597,0.31652013,1368,4322,1984,2018,35,1996,1997,2001,5,17,3.530612245,8,25,43,6
119,34,F,61,1.737704918,0.65569488,3765,5742,1980,2018,39,1980,1982,1983,3,3,4.117647059,3,6,29,5
258,16,F,20,1.65,0.541984733,213,393,1996,2017,22,1996,2008,2009,13,13,3.0625,5,5,15,1
51,81,F,148,1.871621622,0.258707621,4464,17255,1992,2018,27,1995,2005,2005,10,13,4.419753086,16,33,80,1
185,127,F,143,2.293706294,0.15690147,2145,13671,1994,2018,25,1998,1999,1999,1,5,3.582677165,19,69,125,2
180,6,F,9,1.444444444,0.553846154,36,65,1993,2012,20,1994,NA,NA,NA,NA,3.166666667,3,1,6,0
568,9,F,5,1.4,0.25,3,12,1987,2006,20,1990,2006,NA,NA,NA,1.777777778,4,2,6,3
913,8,M,28,1.25,0.579124579,516,891,1995,2017,23,NA,NA,NA,NA,NA,5.375,3,0,8,0
707,103,M,138,2.753623188,0.360017845,7263,20174,1992,2018,27,1996,1997,1998,2,6,4.689320388,26,43,99,4
290,5,M,18,1.388888889,0.849557522,1056,1243,1994,2008,15,2006,NA,NA,NA,NA,6,0,1,4,1
39,17,M,19,2.263157895,0.44092219,153,347,1994,2002,9,2002,2002,NA,NA,NA,3.529411765,6,2,16,1
494,58,F,106,1.481132075,0.285289171,2205,7729,1983,2018,36,1987,1988,1988,1,5,3.724137931,3,25,55,3
699,43,F,93,2.032258065,0.380028093,2976,7831,1982,2018,37,2003,2005,2006,3,24,5.395348837,3,22,43,0
881,58,M,114,1.771929825,0.334875302,3330,9944,1982,2014,33,1982,1984,1999,17,17,4.482758621,6,34,55,3
84,92,F,193,2.160621762,0.338519135,12207,36060,1989,2018,30,2004,2008,2009,5,20,5.532608696,16,18,89,3
742,80,M,55,2.345454545,0.157627119,279,1770,1987,2018,32,1991,1992,1994,3,7,2.6125,14,46,71,9
683,56,M,68,1.882352941,0.199646018,564,2825,1986,2017,32,1986,1993,1993,7,7,3.285714286,2,34,54,2
22,46,M,73,2.136986301,0.402771142,2529,6279,1993,2017,25,1994,1994,2004,10,11,4.391304348,14,10,46,0
311,19,M,37,1.702702703,0.678707224,2142,3156,1987,2018,32,1987,1995,1999,12,12,4.315789474,5,6,18,1
200,66,M,93,2.129032258,0.246191646,1503,6105,1983,2017,35,1991,1995,1996,5,13,4,10,27,65,1
20,3,F,3,1.666666667,0.75,6,8,1996,2002,7,NA,NA,NA,NA,NA,2.666666667,3,0,3,0
674,44,F,126,1.73015873,0.433377685,6840,15783,1992,2018,27,1994,2002,2002,8,10,5.795454545,8,12,41,3
343,9,F,11,1.909090909,0.5,57,114,1993,2016,24,1997,1997,2003,6,10,3.333333333,6,3,9,0
730,90,F,107,1.887850467,0.216084392,1905,8816,1983,2018,36,1983,1989,1996,13,13,3.244444444,36,25,88,2
389,5,M,11,1.545454545,0.868902439,285,328,2000,2018,19,NA,NA,NA,NA,NA,5.8,0,0,5,0
137,15,M,26,1.538461538,0.408284024,207,507,1985,2001,17,1993,1994,1995,2,10,3.666666667,2,4,13,2
288,30,M,42,1.523809524,0.335446686,582,1735,1985,2018,34,2000,2016,NA,NA,NA,3.133333333,16,2,23,7
735,48,M,104,1.740384615,0.349828179,3054,8730,1994,2018,25,1994,2002,2005,11,11,4.770833333,11,14,47,1
882,120,M,148,2.256756757,0.185121637,3021,16319,1981,2014,34,1984,1987,1988,4,7,3.783333333,16,68,111,9
863,135,M,158,2.626582278,0.201143535,3729,18539,1985,2018,34,1985,1986,2001,16,16,4.074074074,24,43,130,5
150,91,M,103,2.184466019,0.163200723,1083,6636,1992,2018,27,2000,2002,2002,2,10,3.472527473,25,37,83,8
581,180,M,131,3.854961832,0.291373915,4935,16937,1987,2018,32,1997,2003,2003,6,16,3.805555556,68,69,169,11
669,25,F,9,1.111111111,0.532258065,33,62,1983,2004,22,1985,NA,NA,NA,NA,1.4,4,1,6,19
934,55,F,69,2.028985507,0.368072976,1614,4385,1983,2017,35,1990,1995,1996,6,13,3.545454545,14,22,47,8
108,9,M,1,1,NA,0,NA,1991,2000,10,NA,NA,NA,NA,NA,1.111111111,1,0,1,8
323,51,M,52,1.673076923,0.172523962,270,1565,1992,2018,27,2002,2007,2008,6,16,2.705882353,21,11,42,9
25,55,M,74,1.716216216,0.427114322,2010,4706,1991,2018,28,1991,1996,2003,12,12,3.309090909,17,26,49,6
99,37,F,42,1.333333333,0.261101243,294,1126,1985,2017,33,1996,1997,1999,3,14,2.513513514,11,19,35,2
823,62,M,117,1.863247863,0.249367889,2367,9492,1994,2018,25,1995,1997,2006,11,12,4.516129032,5,20,62,0
521,4,F,15,1.266666667,0.872164948,423,485,1999,2008,10,NA,NA,NA,NA,NA,5.75,0,0,4,0
254,293,M,268,2.5,0.098010352,4128,42118,1980,2018,39,1981,1981,1982,1,2,3.28668942,43,150,277,16
196,25,F,20,2.25,0.375,126,336,1991,2013,23,1994,2005,2007,13,16,2.88,7,9,23,2
928,128,M,98,3.091836735,0.216758004,1503,6934,1986,2018,33,1990,1991,1994,4,8,3.375,12,84,123,5
560,41,F,69,1.536231884,0.47785764,2061,4313,1984,2016,33,2000,2006,2006,6,22,3.585365854,10,3,31,10
92,29,M,50,1.88,0.515789474,1323,2565,1995,2017,23,2001,2004,2006,5,11,4.24137931,4,8,28,1
325,19,F,41,1.634146341,0.578439965,1320,2282,1993,2017,25,2014,2015,2016,2,23,4.526315789,5,4,19,0
760,163,M,124,4.040322581,0.429074036,8415,19612,1987,2018,32,1998,1998,1998,0,11,4.073619632,48,55,151,12
767,77,M,124,1.774193548,0.228221598,2274,9964,1991,2017,27,1998,1999,1999,1,8,3.857142857,8,40,74,3
250,35,M,53,1.830188679,0.395733566,909,2297,1991,2018,28,1992,1994,1998,6,7,3.771428571,11,7,31,4
229,43,M,84,1.821428571,0.258639706,1407,5440,1996,2018,23,2005,2007,2011,6,15,4.558139535,7,12,41,2
691,6,M,9,1.777777778,0.542857143,57,105,1999,2007,9,NA,NA,NA,NA,NA,3.666666667,1,0,6,0
384,25,M,49,1.469387755,0.530952381,1338,2520,1990,2016,27,2000,2009,2012,12,22,3.88,5,3,20,5
139,20,M,62,1.677419355,0.644897537,6231,9662,1994,2013,20,1999,2000,2004,5,10,6.2,3,3,20,0
842,59,M,108,1.768518519,0.219842165,1755,7983,1989,2018,30,1994,1996,1999,5,10,4.237288136,7,18,54,5
672,3,F,4,1.75,0.789473684,15,19,1994,1999,6,NA,NA,NA,NA,NA,3.333333333,3,0,3,0
697,163,M,293,2.395904437,0.323448103,27027,83559,1989,2018,30,1989,1991,1992,3,3,5.306748466,21,80,156,7
303,57,M,79,3.341772152,0.501705321,4413,8796,1998,2018,21,2010,2012,2013,3,15,5.631578947,14,6,57,0
46,52,M,99,1.494949495,0.273448372,1965,7186,1988,2018,31,1997,1999,2000,3,12,3.884615385,17,26,49,3
812,111,M,175,1.782857143,0.206209101,4065,19713,1992,2018,27,1996,1998,2001,5,9,3.810810811,18,49,101,10
620,122,M,204,2.401960784,0.300984983,11184,37158,1998,2018,21,1998,1999,1999,1,1,5.016393443,20,50,121,1
671,36,F,49,1.612244898,0.409954751,906,2210,1986,2018,33,1986,1989,2002,16,16,3.194444444,16,8,30,6
418,13,F,23,1.565217391,0.692777213,681,983,1994,2006,13,1994,2003,NA,NA,NA,3.769230769,6,2,13,0
751,235,M,576,1.923611111,0.13159215,27540,209283,1993,2018,26,1999,2001,2002,3,9,5.714893617,28,87,233,2
833,18,M,31,1.322580645,0.443857332,336,757,1999,2018,20,2007,2007,2008,1,9,3.277777778,5,11,18,0
120,3,F,11,1,0.949868074,360,379,1994,2002,9,NA,NA,NA,NA,NA,4.666666667,2,0,3,0
877,118,F,91,2.230769231,0.172353962,894,5187,1982,2018,37,1982,1992,1993,11,11,2.720338983,27,48,95,23
571,326,M,383,2.838120104,0.125232925,12030,96061,1988,2018,31,1990,1993,1994,4,6,4.340490798,23,123,320,6
872,8,F,7,1.714285714,0.7,42,60,1993,1998,6,1993,1994,NA,NA,NA,2.5,3,2,6,2
14,22,M,26,2.307692308,0.478308026,441,922,1997,2018,22,2016,2017,NA,NA,NA,3.727272727,9,2,22,0
594,9,F,17,1.117647059,0.854271357,510,597,1990,2018,29,1993,1995,1999,6,9,3.111111111,1,3,6,3
929,69,F,83,2.168674699,0.326314195,2154,6601,1992,2018,27,1993,1996,1998,5,6,3.623188406,17,33,63,6
512,12,F,23,1.347826087,0.791061453,708,895,1995,2008,14,1998,2001,2006,8,11,3.583333333,4,5,10,2
186,149,M,208,2.283653846,0.211806091,6864,32407,1986,2018,33,1989,1989,1995,6,9,4.187919463,16,60,146,3
354,120,M,153,2.104575163,0.282840679,5301,18742,1988,2018,31,1993,1993,1994,1,6,3.683333333,17,78,117,3
559,21,F,47,1.872340426,0.603768199,2115,3503,1998,2016,19,2011,2013,NA,NA,NA,5.19047619,4,2,19,2
72,153,M,220,2.327272727,0.226754786,8955,39492,1987,2018,32,1990,1990,1994,4,7,4.352941176,10,94,143,10
855,15,M,17,1.823529412,0.447916667,129,288,1982,2007,26,1985,1988,2000,15,18,3.066666667,4,3,14,1
923,38,F,43,2.744186047,0.420353982,855,2034,1992,2013,22,1992,1992,1995,3,3,4.105263158,3,10,34,4
127,114,F,308,1.607142857,0.193142089,12927,66930,1981,2018,38,1988,1989,1991,3,10,5.342105263,5,68,112,2
12,57,M,54,2.722222222,0.303762192,654,2153,1998,2018,21,2005,2008,2008,3,10,3.578947368,21,20,54,3
387,269,M,335,4.008955224,0.209135458,26844,128357,1989,2018,30,1990,1995,1995,5,6,5.992565056,90,96,266,3
582,18,F,48,1.625,0.653782895,3180,4864,1995,2018,24,NA,NA,NA,NA,NA,5.333333333,7,0,18,0
924,9,M,4,2.75,0.545454545,6,11,1987,1998,12,1987,1989,1993,6,6,2.222222222,3,6,9,0
182,22,F,43,1.720930233,0.578713969,1305,2255,1995,2015,21,1999,1999,2000,1,5,4.363636364,15,3,22,0
758,35,M,112,1.598214286,0.560523233,8613,15366,1995,2014,20,1996,1998,1999,3,4,6.114285714,9,7,34,1
688,121,F,128,2.4296875,0.189202825,2250,11892,1989,2017,29,1994,1996,1996,2,7,3.570247934,15,54,106,15
17,53,M,109,1.28440367,0.389171975,3666,9420,1983,2018,36,1993,1995,1996,3,13,3.641509434,24,6,44,9
677,5,F,7,1.428571429,0.512195122,21,41,1996,2000,5,1996,1997,NA,NA,NA,3,2,2,5,0
339,38,F,37,1.27027027,0.229665072,192,836,1981,2018,38,1999,2002,2004,5,23,2.236842105,7,13,23,15
646,23,M,17,1.294117647,0.121621622,18,148,1984,2011,28,1984,1990,1991,7,7,1.956521739,4,6,14,9
436,9,M,10,2,0.582733813,81,139,1990,2000,11,1990,1991,1995,5,5,3.222222222,1,5,9,0
514,52,F,76,2.302631579,0.439277652,2919,6645,1992,2018,27,2008,2010,2011,3,19,4.365384615,18,11,51,1
499,67,M,186,2.010752688,0.285424056,8289,29041,1994,2018,25,1999,2005,2007,8,13,6.582089552,4,15,67,0
363,35,M,69,1.797101449,0.546102904,3216,5889,1993,2017,25,1994,1994,1994,0,1,4.542857143,9,7,32,3
564,43,M,81,1.666666667,0.408115749,2454,6013,2000,2018,19,2006,2007,2008,2,8,4.139534884,9,20,40,3
1,28,M,58,1.827586207,0.577207696,2340,4054,1988,2017,30,1993,2000,2001,8,13,4.785714286,7,5,28,0
513,50,F,90,1.655555556,0.406932118,3393,8338,1986,2018,33,1994,1995,2003,9,17,3.98,5,18,43,7
554,54,M,44,1.681818182,0.420948617,639,1518,1994,2015,22,1995,1996,1999,4,5,2.37037037,24,10,42,12
428,7,M,11,2.272727273,0.564516129,105,186,1999,2018,20,2000,NA,NA,NA,NA,4.571428571,0,1,7,0
199,8,M,9,1.888888889,0.552631579,42,76,1995,2000,6,1997,NA,NA,NA,NA,3.125,4,1,8,0
574,26,M,62,2.274193548,0.570891089,2883,5050,1993,2018,26,1995,1997,1997,2,4,6.423076923,4,4,26,0
42,107,M,254,2.177165354,0.318834326,19212,60257,1997,2018,22,2003,2006,2007,4,10,6.168224299,36,41,107,0
834,43,F,89,1.921348315,0.350649351,3051,8701,1994,2018,25,1994,1998,1998,4,4,4.976744186,14,11,42,1
464,43,M,71,1.521126761,0.597584457,3414,5713,1989,2018,30,1994,1994,1995,1,6,3.511627907,4,18,37,6
383,9,M,3,3.333333333,0.6,3,5,1995,2003,9,NA,NA,NA,NA,NA,2.111111111,8,0,9,0
125,5,F,8,1.875,0.677419355,63,93,1999,2008,10,NA,NA,NA,NA,NA,4,3,0,5,0
536,91,M,108,2.462962963,0.283097241,2658,9389,1992,2018,27,1994,2000,2004,10,12,3.923076923,11,62,88,3
883,30,M,52,1.923076923,0.518928363,1782,3434,1984,2011,28,1996,2000,2003,7,19,4.333333333,2,6,28,2
628,95,M,102,2.62745098,0.378196188,4881,12906,1986,2016,31,1995,1998,2000,5,14,3.821052632,22,27,93,2
729,62,F,43,2.093023256,0.202846975,228,1124,1989,2018,30,1989,1995,1998,9,9,2.451612903,16,35,59,3
894,9,M,16,1.9375,0.608606557,297,488,1996,2017,22,2009,2010,NA,NA,NA,4.444444444,1,2,8,1
404,50,M,127,1.921259843,0.446458685,8472,18976,1989,2018,30,1989,1991,1992,3,3,5.88,6,6,50,0
338,25,M,24,1.791666667,0.2890625,111,384,1985,2015,31,1991,1994,1995,4,10,2.72,4,10,22,3
896,5,M,11,1.636363636,0.757281553,156,206,1994,2011,18,1998,NA,NA,NA,NA,4.6,1,1,5,0
873,28,M,105,1.238095238,0.598067916,8172,13664,1987,2017,31,1990,1991,2008,18,21,5.642857143,7,6,25,3
53,61,F,77,1.896103896,0.47789054,2637,5518,1981,2017,37,1996,2002,2004,8,23,3.393442623,19,16,45,16
438,52,F,68,1.705882353,0.194873596,555,2848,1983,2016,34,1991,1993,1993,2,10,3.230769231,17,12,52,0
106,58,M,57,2.175438596,0.392787142,1002,2551,1981,2018,38,1984,1994,1995,11,14,3.137931034,7,26,50,8
245,13,M,13,1.461538462,0.731707317,180,246,1983,2008,26,NA,NA,NA,NA,NA,2.461538462,10,0,11,2
181,68,M,144,1.861111111,0.312810905,4842,15479,1992,2018,27,1995,1995,1996,1,4,4.941176471,7,34,65,3
727,115,M,128,1.8671875,0.143733112,1383,9622,1980,2017,38,1980,1984,1987,7,7,3.07826087,22,52,106,9
603,73,M,97,1.835051546,0.357433408,2724,7621,1995,2018,24,1998,1998,2005,7,10,3.438356164,8,35,67,6
535,20,M,38,1.842105263,0.400317712,504,1259,1998,2018,21,2005,2017,2017,12,19,4.5,8,4,20,0
480,75,M,80,2.3375,0.247572816,1479,5974,1993,2018,26,1999,2001,2006,7,13,3.493333333,21,27,68,7
861,104,M,247,1.769230769,0.321121852,15480,48206,1991,2018,28,1995,2000,2000,5,9,5.211538462,15,25,101,3
854,184,M,228,2.013157895,0.189885496,6567,34584,1987,2018,32,1993,1994,1995,2,8,3.494565217,14,88,162,22
659,29,M,21,2.047619048,0.202380952,51,252,1988,2017,30,1989,1997,2006,17,18,2.482758621,14,5,25,4
652,233,F,126,4.365079365,0.174070884,2829,16252,1986,2018,33,1990,1995,1995,5,9,3.360515021,38,62,233,0
54,25,M,22,2.090909091,0.412987013,159,385,1993,2016,24,2009,2009,2011,2,18,2.84,9,7,24,1
141,15,M,23,1.347826087,0.462616822,198,428,1992,2011,20,1998,2006,NA,NA,NA,3.066666667,6,2,13,2
467,48,M,52,2.346153846,0.284640676,606,2129,1992,2017,26,1998,2003,2005,7,13,3.541666667,13,14,48,0
892,16,M,28,1.821428571,0.663529412,1128,1700,1997,2018,22,1997,2002,NA,NA,NA,4.1875,9,2,13,3
785,92,M,91,2.340659341,0.259198423,1578,6088,1980,2016,37,1982,1985,1990,8,10,3.347826087,19,21,78,14
266,12,M,33,2.060606061,0.533333333,1416,2655,2012,2017,6,NA,NA,NA,NA,NA,6.666666667,1,0,12,0
118,62,M,179,1.731843575,0.385462036,13098,33980,1993,2018,26,2001,2006,2006,5,13,6,6,31,59,3
356,33,M,50,1.66,0.520360219,1329,2554,1986,2018,33,1986,1998,1998,12,12,3.515151515,3,20,31,2
473,79,M,127,2.905511811,0.335380835,5460,16280,1995,2018,24,2005,2007,2010,5,15,5.670886076,12,12,77,2
670,74,M,45,2.022222222,0.172697368,210,1216,1985,2018,34,1992,1993,1993,1,8,2.22972973,20,20,51,23
360,89,M,86,1.930232558,0.133797909,576,4305,1984,2018,35,1991,1992,1993,2,9,2.865168539,10,63,86,3
